# The endpoint differ's case matrix — `rust/endpoint-parity.sh` reads this file.
#
# Format:  <id> | <METHOD> | <path-and-query> | <json body or -> | <headers or ->
#
#   id      stable; names the dumped bodies under .parity-state/endpoint-diffs/
#           A LEADING `!` marks a KNOWN-OPEN case: the differ reports it in full
#           under a loud banner and does NOT fail the gate. Unported endpoints
#           belong here, in the file, not missing from it — "we know" beats
#           "nobody looked".
#   METHOD  GET / POST / PUT / DELETE / HEAD / OPTIONS
#   target  sent verbatim, query string included; it is not re-encoded
#   body    JSON, sent as application/json; `-` or empty means no body
#   headers OPTIONAL fifth field: `Name: value` lines separated by `;;`.
#           `;;` and not `;`, because a header VALUE contains `;`
#           (`text/html; charset=utf-8`) and `,` (`X-Foo, Content-Type`).
#           Added by the rulings pass for DIV-050: `CORSMiddleware` returns
#           immediately when there is no `Origin`, so 763 rows of evidence said
#           nothing whatever about it and it could not be ported honestly until
#           a row could reach it.
#
# ORDER IS SIGNIFICANT. `deps.current_log_path` is server state that
# `POST /api/project-by-dir` writes and every project-scoped GET reads, so the
# rows run top to bottom against both servers and the state carries. Do not sort
# this file.
#
# Provenance of the row groups:
#   S-*   the four SPA page routes + the /static mount (RS-5-117..121) — the
#         wave's oracle: these serve the UNMODIFIED checked-in React bundle
#   P-*   routes/projects.py (RS-5-095..101)
#   D-*   routes/data.py (RS-5-066..070)
#   V-*   validation / error paths — the shapes a happy-path matrix never sees

# ── the React oracle ─────────────────────────────────────────────────────────
S-root              | GET | /                                  | -
# "all time"), not an instant — and there is no `generated` key anywhere. So
# unlike `/api/compare` (DIV-085, `time.time()` in the body) every 200 here CAN
# byte-match, and these rows are real rows rather than permanent known-opens.
#
# ── ORDER IS SIGNIFICANT, and here it is significant TWICE ───────────────────
#
# The usual reason applies (`deps.current_log_path` is server state). The second
# reason is this module's process-wide memo:
#
#   key   = (str(deps.store_path), scope.LABEL, tuple(sorted(project_ids)) or None)
#   token = (MAX(sessions.last_ts), SUM(sessions.message_count)) — validity only
#
# The key is the LABEL, not the period, so `?period=week` and `?period=7days`
# are ONE key: whichever runs first computes, and the second is served that
# report — rolling `now − 7d` bounds included. The rows below are ordered so
# that collision is exercised deliberately (`F-forks-week` first, then
# `F-forks-7days`) instead of by accident.
#
# Unlike `/api/optimize` (DIV-111) the memo is NOT visible in the body: there is
# no `"cache": "hit"|"miss"` field. A repeat row is therefore expected to be
# byte-identical whether it was served from the memo or recomputed — which is
# exactly what makes `F-forks-again` worth having.
#
# ── the rolling-window caveat ────────────────────────────────────────────────
#
# `7days` / `30days` bound on `now`, so the two servers compute bounds a few
# milliseconds apart and a message inside that gap is a real (if rare)
# divergence — the same property `CD-prov-week` carries. The memo caps the
# exposure at ONE request per label: every later row on that label is served
# from the entry the first one wrote.
#
# ── COST ─────────────────────────────────────────────────────────────────────
#
# DIV-142 measured ~6 s warm and 12.7 s cold on this store, and no shortcut was
# added (a faster answer that differs is a divergence). Budget for it: the
# distinct cache keys below are all-time, today, month, 7days, 30days and the
# empty scope — six cold computations per server, the rest memo-served.
#
# ── LAW 7 ────────────────────────────────────────────────────────────────────
#
# `/api/forks` writes nothing: one read-only join over messages/sessions/
# projects, one `MAX/SUM` over `sessions` for the validity token, `models.toml`
# and the `price_book` table for pricing, and an in-process memo that is
# ordinary process memory. Verified against `reports/forks.py` and
# `routes/forks.py` rather than the docstrings. Every row below is safe.


# ── validation first: these 400 before the scope is built and never cache ────
# `_PERIOD_ALIASES.get(period)` misses, and the message joins the alias table
# in DICT order — "today, week, 7days, month, 30days, all", NOT sorted.
F-forks-bad-period  | GET | /api/forks?period=nonsense        | -
# A PRESENT-but-empty `?period=` is `""`, not the `Query("all")` default, so it
# is a 400 too. Checked against DIV-086 on purpose: `/api/compare?provider=`
# reaches a FILTER and prunes everything; `?period=` here reaches a LOOKUP with
# no `""` key and answers deterministically. No analogous trap.
F-forks-empty-period | GET | /api/forks?period=               | -
# The alias table is case-SENSITIVE.
F-forks-period-case | GET | /api/forks?period=Week            | -
# pydantic does not strip a scalar `str` query param, so the space is part of
# the value and this is a 400 whose `detail` contains the space.
F-forks-period-space | GET | /api/forks?period=%20all         | -
# starlette's QueryParams is last-wins for a scalar param, so the VALID second
# value decides. First-wins would 400 here.
F-forks-period-last | GET | /api/forks?period=nonsense&period=all | -

# ── the "all time" key: the default, a repeat, and the explicit spelling ─────
# `period` defaults to `all`, so all three of these are ONE cache key. The
# repeat proves the memo is not answer-visible; the explicit row proves the
# default really is `all` and not `month` (which is what the cost routes use).
F-forks             | GET | /api/forks                        | -
F-forks-again       | GET | /api/forks                        | -
F-forks-all         | GET | /api/forks?period=all             | -
# `?log_path=` empty is FALSY and falls back to `deps.current_log_path`, so this
# is still the same key — a present-but-empty param that must not widen scope.
F-forks-empty-log   | GET | /api/forks?period=all&log_path=   | -
# The same project named explicitly: same slug, same ids, same key.
F-forks-log-path    | GET | /api/forks?period=all&log_path=/x/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow | -

# ── the day-aligned periods, one cold computation each ───────────────────────
F-forks-today       | GET | /api/forks?period=today           | -
F-forks-month       | GET | /api/forks?period=month           | -

# ── the rolling windows, and the label collision ─────────────────────────────
# `week` computes; `7days` maps to the SAME `parse_period` spec and therefore
# the same `scope.label`, so it is served `week`'s report. Reordering these two
# changes which one pays for the rolling-window drift.
F-forks-week        | GET | /api/forks?period=week            | -
F-forks-7days       | GET | /api/forks?period=7days           | -
# `30days` is its own label ("last 30 days") and its own key.
F-forks-30days      | GET | /api/forks?period=30days          | -

# ── the unknown project: an EMPTY scope, not a 404 ───────────────────────────
# `_project_ids_for` returns `[]` for a slug nothing matches, and `[]` means
# "a filter was requested and matched nothing" — the report is the ForkReport
# DEFAULTS (float zeros, `abandoned_cost_usd: 0.0`), served 200. That is the
# opposite of `routes/cost.py::_project_ids_for`, which 404s on the same query,
# and the difference is the whole reason this row is a 200.
F-forks-no-project  | GET | /api/forks?period=all&log_path=/x/no-such-project-anywhere | -
# `Path(path).name` is the slug, so a trailing slash resolves to the SAME slug
# on both sides — pathlib drops it, and `pyops::path_name` reproduces that.
F-forks-trailing    | GET | /api/forks?period=all&log_path=/x/no-such-project-anywhere/ | -

# ── the shapes a happy-path matrix never sees ────────────────────────────────
# An undeclared query parameter is ignored, not a 422.
F-forks-extra-param | GET | /api/forks?period=all&limit=abc&details=1 | -
# GET-only path: FastAPI's router raises HTTPException(405) and the installed
# handler renders `{"detail":"Method Not Allowed"}` as JSON. axum's native 405
# is an empty body with no content-type; `crate::json::method_not_allowed`
# restores starlette's. Body is `-` because a 405 is decided before the body is
# read, so none of these three reaches a handler or the store.
F-forks-post        | POST   | /api/forks                     | -
F-forks-put         | PUT    | /api/forks                     | -
F-forks-delete      | DELETE | /api/forks                     | -
# A neighbouring path nothing claims — FastAPI's `{"detail":"Not Found"}`, not
# starlette's plain-text default. `/api/fork` (singular) is the typo a client
# actually makes.
F-forks-singular    | GET | /api/fork                         | -
# NO ROW for `/api/forks/` — the trailing-slash 307 is DIV-133, an architect's
# `lib.rs` change, and the batch-E claim puts it out of this member's scope.
# Stated rather than silently omitted.

# ══ member `benchmark` ═════════════════════════════════════════════════════════════
# Batch E / member `benchmark` — case rows for `routes/benchmark.py`
# (RS-5-045 `GET /api/benchmark`, RS-5-046 `GET /api/benchmark/recommend`).
#
# Format and conventions: see the header of `parity/endpoint-cases.txt`. The
# integrator merges these rows into that file **in place of the four `!BM-*`
# rows** currently sitting under the `DIV-143` comment, and strips the leading
# `P-by-dir-known` selection row, which already runs at line 68 there.
#
# The four known-open rows are reproduced verbatim below with the `!` removed:
#   BM-benchmark, BM-bad-period, BM-recommend, BM-recommend-blank.
#
# ── State this group depends on ─────────────────────────────────────────────
#
# `deps.current_log_path` is the StackUnderflow project (`P-by-dir-known` at
# line 68, re-asserted by `J-select` at line 316). Every row without an explicit
# `?log_path=` is therefore PROJECT-SCOPED, and the project-scoped report on the
# harness store is a single `explore × large` stratum with one model —
# `sessions_total: 1`. That is a small, stable, fast payload and it is what the
# happy-path rows diff.
#
# COVERAGE GAP, stated up front: the WHOLE-STORE report (1 310 sessions, 22
# strata, 117 model rows, 43 kB) is unreachable from this matrix, because there
# is no way to *de*-select a project once one is selected and every unknown
# `?log_path=` resolves to the empty report instead. It is covered by unit test
# — `services::benchmark` runs the port against the live store and against a
# CPython dump of the same 11 calls, byte for byte — and by nothing here. See
# DIV-e-benchmark.md, finding 12.
#
# ── Side effects: NONE ──────────────────────────────────────────────────────
#
# Every row is a `GET` or an unclaimed method. The handler opens the store the
# way `store/db.py::connect` does (read-write, as both sides do) and issues only
# `SELECT`s: `session_mart`, `sessions`, the `messages` VIEW, `usage_events`,
# `session_quality_metrics`, `static_analysis_findings`, `commit_session_link`,
# `pr_outcomes`, `ci_runs`, `projects`. `reports/benchmark.py` has no writer and
# imports none — `outcome_attribution.link_commits_to_sessions`, the one writer
# in its dependency graph, is not on this path (DIV-099(b)). Nothing under
# `$STACKUNDERFLOW_HOME` is written. Law 7 is satisfied.
#
# ── Runtime, so the integrator is not surprised ─────────────────────────────
#
# The project-scoped rows are milliseconds. The `?period=` rows still scan the
# whole `session_mart` join before the scope filter narrows it, so each costs
# ~2 s on the Python side and ~1 s on the port's release build. Python memoises
# per `(store, scope, ids, intent)` and the port does not, so a repeat row is
# free on one side and not the other; the differ's 300 s per-case timeout has
# three orders of magnitude of headroom either way.
#
# ── The one inherently time-sensitive pair ──────────────────────────────────
#
# `week` and `7days` resolve to a ROLLING `now - 7d` instant carrying the
# current microsecond (batch A's `_by_model_mart_eligible` measurement, and the
# `scope.rs` module docs). The two servers compute bounds milliseconds apart, so
# a session whose `first_ts` lands in that gap is a real divergence. The harness
# store's newest session starts `2026-07-30T16:32`, six days inside the window,
# so the rows are stable today. Same property as `CD-prov-week`.

# ── the state row this file needs first (integrator strips it) ───────────────

# ── GET /api/benchmark — the happy path ─────────────────────────────────────
# The default `period=all`, project-scoped. Proves the whole envelope:
# `{period, scope, report, currency, warning}`, the `report`'s nine keys in
# declaration order, the `weights` dict rendering `0.2` and not `0.20`,
# `ci_level` as `0.9`, `success_threshold` as `7.0` and not `7`, and the
